"clade","thrs","repeat","phylosig","n","stat","intercept","median.trans:rep.prop","R2"
"Total",0.8,"ltr","TRUE","101","beta",0.889295235571648,-3.3271625166476,0.0559118194634866
"Total",0.8,"dna","TRUE","101","p",4.30627610876755e-05,0.0249451025114875,0.049760110296704
"Total",0.8,"dna","TRUE","101","beta",0.993743649021707,-3.07443171174807,0.049760110296704
"Total",0.8,"rc","TRUE","100","p",2.23150263254368e-05,6.81256216279458e-05,0.150133389660104
"Total",0.8,"rc","TRUE","100","beta",0.93163202082701,-30.619133825975,0.150133389660104
"Mammalia",0.8,"total","TRUE","46","p",0.000603050095097313,0.369616725893497,0.0183329769260399
"Mammalia",0.8,"total","TRUE","46","beta",0.896399834614644,-0.336012299872234,0.0183329769260399
"Mammalia",0.8,"line","TRUE","46","p",0.000492878409419806,0.336984803978281,0.0209676110814384
"Mammalia",0.8,"line","TRUE","46","beta",0.894439969636291,-0.6569050493253,0.0209676110814384
"Mammalia",0.8,"sine","TRUE","46","p",0.00543057489675403,0.575708222365363,0.00717417948848807
"Mammalia",0.8,"sine","TRUE","46","beta",0.720535675586911,0.757024158902278,0.00717417948848807
"Mammalia",0.8,"ltr","TRUE","46","p",0.000186660202327715,0.0868876438442736,0.0651536383333114
"Mammalia",0.8,"ltr","TRUE","46","beta",0.860676014211213,-3.17175802769706,0.0651536383333114
"Mammalia",0.8,"dna","TRUE","46","p",0.00109689990271944,0.97025685405494,3.19572966071729e-05
"Mammalia",0.8,"dna","TRUE","46","beta",0.792754320398116,-0.276331666386286,3.19572966071729e-05
"Mammalia",0.8,"rc","FALSE","47","p",0.00109689990271944,0.97025685405494,0.286326309514237
"Mammalia",0.8,"rc","FALSE","47","beta",0.792754320398116,-0.276331666386286,0.286326309514237
"Actinopterygii",0.8,"total","FALSE","35","p",0.00109689990271944,0.97025685405494,0.0287656996536051
"Actinopterygii",0.8,"total","FALSE","35","beta",0.792754320398116,-0.276331666386286,0.0287656996536051
"Actinopterygii",0.8,"line","FALSE","35","p",0.00109689990271944,0.97025685405494,0.0766267163874731
"Actinopterygii",0.8,"line","FALSE","35","beta",0.792754320398116,-0.276331666386286,0.0766267163874731
"Actinopterygii",0.8,"sine","FALSE","35","p",0.00109689990271944,0.97025685405494,0.203068874245909
"Actinopterygii",0.8,"sine","FALSE","35","beta",0.792754320398116,-0.276331666386286,0.203068874245909
"Actinopterygii",0.8,"ltr","FALSE","35","p",0.00109689990271944,0.97025685405494,0.0357378708241559
"Actinopterygii",0.8,"ltr","FALSE","35","beta",0.792754320398116,-0.276331666386286,0.0357378708241559
"Actinopterygii",0.8,"dna","FALSE","35","p",0.00109689990271944,0.97025685405494,0.0607189927376996
"Actinopterygii",0.8,"dna","FALSE","35","beta",0.792754320398116,-0.276331666386286,0.0607189927376996
"Actinopterygii",0.8,"rc","FALSE","35","p",0.00109689990271944,0.97025685405494,0.0692234637758817
"Actinopterygii",0.8,"rc","FALSE","35","beta",0.792754320398116,-0.276331666386286,0.0692234637758817
"Sauria",0.8,"total","TRUE","19","p",0.00013858218637397,0.872296932190266,0.00156398316442538
"Sauria",0.8,"total","TRUE","19","beta",0.890229942303655,-0.104096615918334,0.00156398316442538
"Sauria",0.8,"line","TRUE","19","p",0.000114709595522733,0.777813042164825,0.00481157281098392
"Sauria",0.8,"line","TRUE","19","beta",0.833129438494235,0.412475116170574,0.00481157281098392
"Sauria",0.8,"sine","TRUE","19","p",2.94875401558592e-05,0.739303212819123,0.00668587796725742
"Sauria",0.8,"sine","TRUE","19","beta",0.836515314372134,3.72038851017835,0.00668587796725742
"Sauria",0.8,"ltr","TRUE","19","p",1.37010305634178e-06,0.511391707621394,0.0257825634276379
"Sauria",0.8,"ltr","TRUE","19","beta",0.897149789147187,-1.50197826653828,0.0257825634276379
"Sauria",0.8,"dna","TRUE","19","p",3.51076907980641e-05,0.569837395340901,0.0193729652623348
"Sauria",0.8,"dna","TRUE","19","beta",0.938728762082504,-2.9539722634909,0.0193729652623348
"Sauria",0.8,"rc","TRUE","18","p",4.43805762806448e-06,0.353012467260471,0.0540961626767747
"Sauria",0.8,"rc","TRUE","18","beta",0.833130428492347,36.7391636021902,0.0540961626767747
"Total",0.81,"total","TRUE","100","p",3.85615169586906e-05,0.0198683694397406,0.0541041389862076
"Total",0.81,"total","TRUE","100","beta",0.992838998803226,-0.585466677093815,0.0541041389862076
"Total",0.81,"line","TRUE","100","p",0.000194069222099413,0.16222913162617,0.0198343148511077
"Total",0.81,"line","TRUE","100","beta",0.872188181918715,-0.743416661808277,0.0198343148511077
"Total",0.81,"sine","TRUE","100","p",0.000545406471353038,0.573629002630596,0.00324235793052715
"Total",0.81,"sine","TRUE","100","beta",0.800340244126321,0.620966337307093,0.00324235793052715
"Total",0.81,"ltr","TRUE","100","p",9.96314659960085e-05,0.0169921428787827,0.056756150941187
"Total",0.81,"ltr","TRUE","100","beta",0.889549370143553,-3.33149037056309,0.056756150941187
"Total",0.81,"dna","TRUE","100","p",4.22055445066238e-05,0.0246942450407666,0.0504279075642052
"Total",0.81,"dna","TRUE","100","beta",0.993981428698171,-3.07587083393979,0.0504279075642052
"Total",0.81,"rc","TRUE","99","p",2.16271727506712e-05,6.635892865825e-05,0.152001639005418
"Total",0.81,"rc","TRUE","99","beta",0.931782537154065,-30.6186880291268,0.152001639005418
"Mammalia",0.81,"total","TRUE","45","p",0.00060235077296289,0.36298828101755,0.0192812235879661
"Mammalia",0.81,"total","TRUE","45","beta",0.899183778735194,-0.34124362207745,0.0192812235879661
"Mammalia",0.81,"line","TRUE","45","p",0.000538612933990823,0.358670672271763,0.0196275897420449
"Mammalia",0.81,"line","TRUE","45","beta",0.891212609838138,-0.629943858834611,0.0196275897420449
"Mammalia",0.81,"sine","TRUE","45","p",0.00490425663936001,0.650863291039931,0.00480719249393422
"Mammalia",0.81,"sine","TRUE","45","beta",0.734335125704386,0.617923346798073,0.00480719249393422
"Mammalia",0.81,"ltr","TRUE","45","p",0.000190235561665197,0.086784476534163,0.0666761474025024
"Mammalia",0.81,"ltr","TRUE","45","beta",0.861911320948581,-3.1770834078721,0.0666761474025024
"Mammalia",0.81,"dna","TRUE","45","p",0.00111507687224455,0.968240543439817,3.72965255255497e-05
"Mammalia",0.81,"dna","TRUE","45","beta",0.794060546293336,-0.295591669030733,3.72965255255497e-05
"Mammalia",0.81,"rc","FALSE","46","p",0.00111507687224455,0.968240543439817,0.282567848682224
"Mammalia",0.81,"rc","FALSE","46","beta",0.794060546293336,-0.295591669030733,0.282567848682224
"Actinopterygii",0.81,"total","FALSE","35","p",0.00111507687224455,0.968240543439817,0.0287656996536051
"Actinopterygii",0.81,"total","FALSE","35","beta",0.794060546293336,-0.295591669030733,0.0287656996536051
"Actinopterygii",0.81,"line","FALSE","35","p",0.00111507687224455,0.968240543439817,0.0766267163874731
"Actinopterygii",0.81,"line","FALSE","35","beta",0.794060546293336,-0.295591669030733,0.0766267163874731
"Actinopterygii",0.81,"sine","FALSE","35","p",0.00111507687224455,0.968240543439817,0.203068874245909
"Actinopterygii",0.81,"sine","FALSE","35","beta",0.794060546293336,-0.295591669030733,0.203068874245909
"Actinopterygii",0.81,"ltr","FALSE","35","p",0.00111507687224455,0.968240543439817,0.0357378708241559
"Actinopterygii",0.81,"ltr","FALSE","35","beta",0.794060546293336,-0.295591669030733,0.0357378708241559
"Actinopterygii",0.81,"dna","FALSE","35","p",0.00111507687224455,0.968240543439817,0.0607189927376996
"Actinopterygii",0.81,"dna","FALSE","35","beta",0.794060546293336,-0.295591669030733,0.0607189927376996
"Actinopterygii",0.81,"rc","FALSE","35","p",0.00111507687224455,0.968240543439817,0.0692234637758817
"Actinopterygii",0.81,"rc","FALSE","35","beta",0.794060546293336,-0.295591669030733,0.0692234637758817
"Sauria",0.81,"total","TRUE","19","p",0.00013858218637397,0.872296932190266,0.00156398316442538
"Sauria",0.81,"total","TRUE","19","beta",0.890229942303655,-0.104096615918334,0.00156398316442538
"Sauria",0.81,"line","TRUE","19","p",0.000114709595522733,0.777813042164825,0.00481157281098392
"Sauria",0.81,"line","TRUE","19","beta",0.833129438494235,0.412475116170574,0.00481157281098392
"Sauria",0.81,"sine","TRUE","19","p",2.94875401558592e-05,0.739303212819123,0.00668587796725742
"Sauria",0.81,"sine","TRUE","19","beta",0.836515314372134,3.72038851017835,0.00668587796725742
"Sauria",0.81,"ltr","TRUE","19","p",1.37010305634178e-06,0.511391707621394,0.0257825634276379
"Sauria",0.81,"ltr","TRUE","19","beta",0.897149789147187,-1.50197826653828,0.0257825634276379
"Sauria",0.81,"dna","TRUE","19","p",3.51076907980641e-05,0.569837395340901,0.0193729652623348
"Sauria",0.81,"dna","TRUE","19","beta",0.938728762082504,-2.9539722634909,0.0193729652623348
"Sauria",0.81,"rc","TRUE","18","p",4.43805762806448e-06,0.353012467260471,0.0540961626767747
"Sauria",0.81,"rc","TRUE","18","beta",0.833130428492347,36.7391636021902,0.0540961626767747
"Total",0.82,"total","TRUE","100","p",3.85615169586906e-05,0.0198683694397406,0.0541041389862076
"Total",0.82,"total","TRUE","100","beta",0.992838998803226,-0.585466677093815,0.0541041389862076
"Total",0.82,"line","TRUE","100","p",0.000194069222099413,0.16222913162617,0.0198343148511077
"Total",0.82,"line","TRUE","100","beta",0.872188181918715,-0.743416661808277,0.0198343148511077
"Total",0.82,"sine","TRUE","100","p",0.000545406471353038,0.573629002630596,0.00324235793052715
"Total",0.82,"sine","TRUE","100","beta",0.800340244126321,0.620966337307093,0.00324235793052715
"Total",0.82,"ltr","TRUE","100","p",9.96314659960085e-05,0.0169921428787827,0.056756150941187
"Total",0.82,"ltr","TRUE","100","beta",0.889549370143553,-3.33149037056309,0.056756150941187
"Total",0.82,"dna","TRUE","100","p",4.22055445066238e-05,0.0246942450407666,0.0504279075642052
"Total",0.82,"dna","TRUE","100","beta",0.993981428698171,-3.07587083393979,0.0504279075642052
"Total",0.82,"rc","TRUE","99","p",2.16271727506712e-05,6.635892865825e-05,0.152001639005418
"Total",0.82,"rc","TRUE","99","beta",0.931782537154065,-30.6186880291268,0.152001639005418
"Mammalia",0.82,"total","TRUE","45","p",0.00060235077296289,0.36298828101755,0.0192812235879661
"Mammalia",0.82,"total","TRUE","45","beta",0.899183778735194,-0.34124362207745,0.0192812235879661
"Mammalia",0.82,"line","TRUE","45","p",0.000538612933990823,0.358670672271763,0.0196275897420449
"Mammalia",0.82,"line","TRUE","45","beta",0.891212609838138,-0.629943858834611,0.0196275897420449
"Mammalia",0.82,"sine","TRUE","45","p",0.00490425663936001,0.650863291039931,0.00480719249393422
"Mammalia",0.82,"sine","TRUE","45","beta",0.734335125704386,0.617923346798073,0.00480719249393422
"Mammalia",0.82,"ltr","TRUE","45","p",0.000190235561665197,0.086784476534163,0.0666761474025024
"Mammalia",0.82,"ltr","TRUE","45","beta",0.861911320948581,-3.1770834078721,0.0666761474025024
"Mammalia",0.82,"dna","TRUE","45","p",0.00111507687224455,0.968240543439817,3.72965255255497e-05
"Mammalia",0.82,"dna","TRUE","45","beta",0.794060546293336,-0.295591669030733,3.72965255255497e-05
"Mammalia",0.82,"rc","FALSE","46","p",0.00111507687224455,0.968240543439817,0.282567848682224
"Mammalia",0.82,"rc","FALSE","46","beta",0.794060546293336,-0.295591669030733,0.282567848682224
"Actinopterygii",0.82,"total","FALSE","35","p",0.00111507687224455,0.968240543439817,0.0287656996536051
"Actinopterygii",0.82,"total","FALSE","35","beta",0.794060546293336,-0.295591669030733,0.0287656996536051
"Actinopterygii",0.82,"line","FALSE","35","p",0.00111507687224455,0.968240543439817,0.0766267163874731
"Actinopterygii",0.82,"line","FALSE","35","beta",0.794060546293336,-0.295591669030733,0.0766267163874731
"Actinopterygii",0.82,"sine","FALSE","35","p",0.00111507687224455,0.968240543439817,0.203068874245909
"Actinopterygii",0.82,"sine","FALSE","35","beta",0.794060546293336,-0.295591669030733,0.203068874245909
"Actinopterygii",0.82,"ltr","FALSE","35","p",0.00111507687224455,0.968240543439817,0.0357378708241559
"Actinopterygii",0.82,"ltr","FALSE","35","beta",0.794060546293336,-0.295591669030733,0.0357378708241559
"Actinopterygii",0.82,"dna","FALSE","35","p",0.00111507687224455,0.968240543439817,0.0607189927376996
"Actinopterygii",0.82,"dna","FALSE","35","beta",0.794060546293336,-0.295591669030733,0.0607189927376996
"Actinopterygii",0.82,"rc","FALSE","35","p",0.00111507687224455,0.968240543439817,0.0692234637758817
"Actinopterygii",0.82,"rc","FALSE","35","beta",0.794060546293336,-0.295591669030733,0.0692234637758817
"Sauria",0.82,"total","TRUE","19","p",0.00013858218637397,0.872296932190266,0.00156398316442538
"Sauria",0.82,"total","TRUE","19","beta",0.890229942303655,-0.104096615918334,0.00156398316442538
"Sauria",0.82,"line","TRUE","19","p",0.000114709595522733,0.777813042164825,0.00481157281098392
"Sauria",0.82,"line","TRUE","19","beta",0.833129438494235,0.412475116170574,0.00481157281098392
"Sauria",0.82,"sine","TRUE","19","p",2.94875401558592e-05,0.739303212819123,0.00668587796725742
"Sauria",0.82,"sine","TRUE","19","beta",0.836515314372134,3.72038851017835,0.00668587796725742
"Sauria",0.82,"ltr","TRUE","19","p",1.37010305634178e-06,0.511391707621394,0.0257825634276379
"Sauria",0.82,"ltr","TRUE","19","beta",0.897149789147187,-1.50197826653828,0.0257825634276379
"Sauria",0.82,"dna","TRUE","19","p",3.51076907980641e-05,0.569837395340901,0.0193729652623348
"Sauria",0.82,"dna","TRUE","19","beta",0.938728762082504,-2.9539722634909,0.0193729652623348
"Sauria",0.82,"rc","TRUE","18","p",4.43805762806448e-06,0.353012467260471,0.0540961626767747
"Sauria",0.82,"rc","TRUE","18","beta",0.833130428492347,36.7391636021902,0.0540961626767747
"Total",0.83,"total","TRUE","98","p",4.88351024308109e-05,0.0242951077395097,0.0517367063888503
"Total",0.83,"total","TRUE","98","beta",0.989684010693553,-0.575395839296411,0.0517367063888503
"Total",0.83,"line","TRUE","98","p",0.000234935775021761,0.192283206486527,0.0176435442156881
"Total",0.83,"line","TRUE","98","beta",0.869425534307073,-0.709470412166688,0.0176435442156881
"Total",0.83,"sine","TRUE","98","p",0.000619694706061047,0.531145322617512,0.00409832004926556
"Total",0.83,"sine","TRUE","98","beta",0.79881521797211,0.701097669442831,0.00409832004926556
"Total",0.83,"ltr","TRUE","98","p",0.000112590080858288,0.0171991590354423,0.0576999510764489
"Total",0.83,"ltr","TRUE","98","beta",0.890011685103186,-3.35605548297033,0.0576999510764489
"Total",0.83,"dna","TRUE","98","p",4.99561302973461e-05,0.0266895883419722,0.050120287096052
"Total",0.83,"dna","TRUE","98","beta",0.993104134336849,-3.06128632305625,0.050120287096052
"Total",0.83,"rc","TRUE","97","p",2.53626772210858e-05,7.63974149458058e-05,0.152568775685062
"Total",0.83,"rc","TRUE","97","beta",0.931761285331916,-30.6180175270262,0.152568775685062
"Mammalia",0.83,"total","TRUE","44","p",0.000769165233700519,0.399919782580824,0.0169274767163829
"Mammalia",0.83,"total","TRUE","44","beta",0.892241429098097,-0.321835756989503,0.0169274767163829
"Mammalia",0.83,"line","TRUE","44","p",0.000705043939554173,0.403186294290516,0.0166961612895715
"Mammalia",0.83,"line","TRUE","44","beta",0.883883885745245,-0.588403625241937,0.0166961612895715
"Mammalia",0.83,"sine","TRUE","44","p",0.00592754532178263,0.611198700362097,0.00620746595701699
"Mammalia",0.83,"sine","TRUE","44","beta",0.725194364614763,0.704836960395501,0.00620746595701699
"Mammalia",0.83,"ltr","TRUE","44","p",0.000217313908295713,0.0863338805413314,0.0684149833819258
"Mammalia",0.83,"ltr","TRUE","44","beta",0.861506944185052,-3.21069954621559,0.0684149833819258
"Mammalia",0.83,"dna","TRUE","44","p",0.00131691441533111,0.998423886853462,9.40189934565879e-08
"Mammalia",0.83,"dna","TRUE","44","beta",0.789867278115666,0.0148518555468318,9.40189934565879e-08
"Mammalia",0.83,"rc","FALSE","45","p",0.00131691441533111,0.998423886853462,0.263293962193822
"Mammalia",0.83,"rc","FALSE","45","beta",0.789867278115666,0.0148518555468318,0.263293962193822
"Actinopterygii",0.83,"total","FALSE","35","p",0.00131691441533111,0.998423886853462,0.0287656996536051
"Actinopterygii",0.83,"total","FALSE","35","beta",0.789867278115666,0.0148518555468318,0.0287656996536051
"Actinopterygii",0.83,"line","FALSE","35","p",0.00131691441533111,0.998423886853462,0.0766267163874731
"Actinopterygii",0.83,"line","FALSE","35","beta",0.789867278115666,0.0148518555468318,0.0766267163874731
"Actinopterygii",0.83,"sine","FALSE","35","p",0.00131691441533111,0.998423886853462,0.203068874245909
"Actinopterygii",0.83,"sine","FALSE","35","beta",0.789867278115666,0.0148518555468318,0.203068874245909
"Actinopterygii",0.83,"ltr","FALSE","35","p",0.00131691441533111,0.998423886853462,0.0357378708241559
"Actinopterygii",0.83,"ltr","FALSE","35","beta",0.789867278115666,0.0148518555468318,0.0357378708241559
"Actinopterygii",0.83,"dna","FALSE","35","p",0.00131691441533111,0.998423886853462,0.0607189927376996
"Actinopterygii",0.83,"dna","FALSE","35","beta",0.789867278115666,0.0148518555468318,0.0607189927376996
"Actinopterygii",0.83,"rc","FALSE","35","p",0.00131691441533111,0.998423886853462,0.0692234637758817
"Actinopterygii",0.83,"rc","FALSE","35","beta",0.789867278115666,0.0148518555468318,0.0692234637758817
"Sauria",0.83,"total","TRUE","18","p",0.000255810708804649,0.914054677629919,0.000750806863601391
"Sauria",0.83,"total","TRUE","18","beta",0.884014676747732,-0.0733905911979624,0.000750806863601391
"Sauria",0.83,"line","TRUE","18","p",0.000199408589636185,0.751904543665623,0.00642341097994115
"Sauria",0.83,"line","TRUE","18","beta",0.828074842231218,0.48096085168928,0.00642341097994115
"Sauria",0.83,"sine","TRUE","18","p",4.98299150037962e-05,0.748935205822612,0.0065829473886046
"Sauria",0.83,"sine","TRUE","18","beta",0.837354064161384,3.68410019387871,0.0065829473886046
"Sauria",0.83,"ltr","TRUE","18","p",2.83779452647792e-06,0.539485843539014,0.0239834369954389
"Sauria",0.83,"ltr","TRUE","18","beta",0.896603993259873,-1.45376094917895,0.0239834369954389
"Sauria",0.83,"dna","TRUE","18","p",5.88352777866064e-05,0.580758241755239,0.0194747155478326
"Sauria",0.83,"dna","TRUE","18","beta",0.939310806637094,-2.95544365617815,0.0194747155478326
"Sauria",0.83,"rc","TRUE","17","p",8.72832425846681e-06,0.369069300345035,0.0540818659515314
"Sauria",0.83,"rc","TRUE","17","beta",0.833751130573999,36.6568487404145,0.0540818659515314
"Total",0.84,"total","TRUE","95","p",6.79793234452664e-05,0.0358089455426205,0.0465160238963464
"Total",0.84,"total","TRUE","95","beta",0.979291527930859,-0.546658217236734,0.0465160238963464
"Total",0.84,"line","TRUE","95","p",0.000289517818934382,0.243093036055621,0.0146221868536593
"Total",0.84,"line","TRUE","95","beta",0.862634248820889,-0.644844599549,0.0146221868536593
"Total",0.84,"sine","TRUE","95","p",0.000657573061225492,0.673850096355426,0.00191307282335209
"Total",0.84,"sine","TRUE","95","beta",0.800572389423128,0.517335810516341,0.00191307282335209
"Total",0.84,"ltr","TRUE","95","p",0.000139428971380973,0.0265912086935669,0.051768328200608
"Total",0.84,"ltr","TRUE","95","beta",0.885484883279875,-3.20389430252333,0.051768328200608
"Total",0.84,"dna","TRUE","95","p",8.03765871062456e-05,0.0483002245179969,0.0412792514747899
"Total",0.84,"dna","TRUE","95","beta",0.975675598237435,-2.79373037603429,0.0412792514747899
"Total",0.84,"rc","TRUE","94","p",3.04533640087534e-05,0.000106609872651653,0.151337206816903
"Total",0.84,"rc","TRUE","94","beta",0.928255967690779,-30.1805616157412,0.151337206816903
"Mammalia",0.84,"total","TRUE","43","p",0.00090925969143818,0.393182842364223,0.0178391376751107
"Mammalia",0.84,"total","TRUE","43","beta",0.887619875043868,-0.329505949195201,0.0178391376751107
"Mammalia",0.84,"line","TRUE","43","p",0.000930207805217798,0.428669223017782,0.0153469081451337
"Mammalia",0.84,"line","TRUE","43","beta",0.874057929223596,-0.563835907916059,0.0153469081451337
"Mammalia",0.84,"sine","TRUE","43","p",0.00620295144232896,0.750448932032474,0.00249432166042438
"Mammalia",0.84,"sine","TRUE","43","beta",0.740277620713888,0.48830599867718,0.00249432166042438
"Mammalia",0.84,"ltr","TRUE","43","p",0.000289007949764386,0.103562406661251,0.0633241229849944
"Mammalia",0.84,"ltr","TRUE","43","beta",0.857001020963458,-3.13324354067085,0.0633241229849944
"Mammalia",0.84,"dna","TRUE","43","p",0.00175356531660409,0.949328968422716,9.97043360970494e-05
"Mammalia",0.84,"dna","TRUE","43","beta",0.778311917131382,0.485416071361014,9.97043360970494e-05
"Mammalia",0.84,"rc","FALSE","44","p",0.00175356531660409,0.949328968422716,0.247000834651191
"Mammalia",0.84,"rc","FALSE","44","beta",0.778311917131382,0.485416071361014,0.247000834651191
"Actinopterygii",0.84,"total","FALSE","34","p",0.00175356531660409,0.949328968422716,0.0690864917735305
"Actinopterygii",0.84,"total","FALSE","34","beta",0.778311917131382,0.485416071361014,0.0690864917735305
"Actinopterygii",0.84,"line","FALSE","34","p",0.00175356531660409,0.949328968422716,0.118580201962314
"Actinopterygii",0.84,"line","FALSE","34","beta",0.778311917131382,0.485416071361014,0.118580201962314
"Actinopterygii",0.84,"sine","FALSE","34","p",0.00175356531660409,0.949328968422716,0.28727838532874
"Actinopterygii",0.84,"sine","FALSE","34","beta",0.778311917131382,0.485416071361014,0.28727838532874
"Actinopterygii",0.84,"ltr","FALSE","34","p",0.00175356531660409,0.949328968422716,0.0807512152463369
"Actinopterygii",0.84,"ltr","FALSE","34","beta",0.778311917131382,0.485416071361014,0.0807512152463369
"Actinopterygii",0.84,"dna","FALSE","34","p",0.00175356531660409,0.949328968422716,0.109222531550773
"Actinopterygii",0.84,"dna","FALSE","34","beta",0.778311917131382,0.485416071361014,0.109222531550773
"Actinopterygii",0.84,"rc","FALSE","34","p",0.00175356531660409,0.949328968422716,0.057451844872656
"Actinopterygii",0.84,"rc","FALSE","34","beta",0.778311917131382,0.485416071361014,0.057451844872656
"Sauria",0.84,"total","TRUE","17","p",0.00101113035217404,0.975703828494844,6.39278983743251e-05
"Sauria",0.84,"total","TRUE","17","beta",0.861463049525281,0.0240505443080883,6.39278983743251e-05
"Sauria",0.84,"line","TRUE","17","p",0.00133243588215937,0.575262655577999,0.0214055498107857
"Sauria",0.84,"line","TRUE","17","beta",0.777942661614776,1.05061944596249,0.0214055498107857
"Sauria",0.84,"sine","TRUE","17","p",8.77087093844597e-05,0.749253832432898,0.00701640847451119
"Sauria",0.84,"sine","TRUE","17","beta",0.835155486570051,3.79462675158472,0.00701640847451119
"Sauria",0.84,"ltr","TRUE","17","p",6.65087484974514e-06,0.590176237056815,0.0197932566457589
"Sauria",0.84,"ltr","TRUE","17","beta",0.894198686587311,-1.36294611620037,0.0197932566457589
"Sauria",0.84,"dna","TRUE","17","p",0.000107105929093354,0.606952082271478,0.018073747621841
"Sauria",0.84,"dna","TRUE","17","beta",0.935658067371897,-2.84800797707138,0.018073747621841
"Sauria",0.84,"rc","TRUE","16","p",1.76360444266166e-05,0.382207022030332,0.0549465864591607
"Sauria",0.84,"rc","TRUE","16","beta",0.832254758789615,36.8510954802839,0.0549465864591607
"Total",0.85,"total","TRUE","95","p",6.79793234452664e-05,0.0358089455426205,0.0465160238963464
"Total",0.85,"total","TRUE","95","beta",0.979291527930859,-0.546658217236734,0.0465160238963464
"Total",0.85,"line","TRUE","95","p",0.000289517818934382,0.243093036055621,0.0146221868536593
"Total",0.85,"line","TRUE","95","beta",0.862634248820889,-0.644844599549,0.0146221868536593
"Total",0.85,"sine","TRUE","95","p",0.000657573061225492,0.673850096355426,0.00191307282335209
"Total",0.85,"sine","TRUE","95","beta",0.800572389423128,0.517335810516341,0.00191307282335209
"Total",0.85,"ltr","TRUE","95","p",0.000139428971380973,0.0265912086935669,0.051768328200608
"Total",0.85,"ltr","TRUE","95","beta",0.885484883279875,-3.20389430252333,0.051768328200608
"Total",0.85,"dna","TRUE","95","p",8.03765871062456e-05,0.0483002245179969,0.0412792514747899
"Total",0.85,"dna","TRUE","95","beta",0.975675598237435,-2.79373037603429,0.0412792514747899
"Total",0.85,"rc","TRUE","94","p",3.04533640087534e-05,0.000106609872651653,0.151337206816903
"Total",0.85,"rc","TRUE","94","beta",0.928255967690779,-30.1805616157412,0.151337206816903
"Mammalia",0.85,"total","TRUE","43","p",0.00090925969143818,0.393182842364223,0.0178391376751107
"Mammalia",0.85,"total","TRUE","43","beta",0.887619875043868,-0.329505949195201,0.0178391376751107
"Mammalia",0.85,"line","TRUE","43","p",0.000930207805217798,0.428669223017782,0.0153469081451337
"Mammalia",0.85,"line","TRUE","43","beta",0.874057929223596,-0.563835907916059,0.0153469081451337
"Mammalia",0.85,"sine","TRUE","43","p",0.00620295144232896,0.750448932032474,0.00249432166042438
"Mammalia",0.85,"sine","TRUE","43","beta",0.740277620713888,0.48830599867718,0.00249432166042438
"Mammalia",0.85,"ltr","TRUE","43","p",0.000289007949764386,0.103562406661251,0.0633241229849944
"Mammalia",0.85,"ltr","TRUE","43","beta",0.857001020963458,-3.13324354067085,0.0633241229849944
"Mammalia",0.85,"dna","TRUE","43","p",0.00175356531660409,0.949328968422716,9.97043360970494e-05
"Mammalia",0.85,"dna","TRUE","43","beta",0.778311917131382,0.485416071361014,9.97043360970494e-05
"Mammalia",0.85,"rc","FALSE","44","p",0.00175356531660409,0.949328968422716,0.247000834651191
"Mammalia",0.85,"rc","FALSE","44","beta",0.778311917131382,0.485416071361014,0.247000834651191
"Actinopterygii",0.85,"total","FALSE","34","p",0.00175356531660409,0.949328968422716,0.0690864917735305
"Actinopterygii",0.85,"total","FALSE","34","beta",0.778311917131382,0.485416071361014,0.0690864917735305
"Actinopterygii",0.85,"line","FALSE","34","p",0.00175356531660409,0.949328968422716,0.118580201962314
"Actinopterygii",0.85,"line","FALSE","34","beta",0.778311917131382,0.485416071361014,0.118580201962314
"Actinopterygii",0.85,"sine","FALSE","34","p",0.00175356531660409,0.949328968422716,0.28727838532874
"Actinopterygii",0.85,"sine","FALSE","34","beta",0.778311917131382,0.485416071361014,0.28727838532874
"Actinopterygii",0.85,"ltr","FALSE","34","p",0.00175356531660409,0.949328968422716,0.0807512152463369
"Actinopterygii",0.85,"ltr","FALSE","34","beta",0.778311917131382,0.485416071361014,0.0807512152463369
"Actinopterygii",0.85,"dna","FALSE","34","p",0.00175356531660409,0.949328968422716,0.109222531550773
"Actinopterygii",0.85,"dna","FALSE","34","beta",0.778311917131382,0.485416071361014,0.109222531550773
"Actinopterygii",0.85,"rc","FALSE","34","p",0.00175356531660409,0.949328968422716,0.057451844872656
"Actinopterygii",0.85,"rc","FALSE","34","beta",0.778311917131382,0.485416071361014,0.057451844872656
"Sauria",0.85,"total","TRUE","17","p",0.00101113035217404,0.975703828494844,6.39278983743251e-05
"Sauria",0.85,"total","TRUE","17","beta",0.861463049525281,0.0240505443080883,6.39278983743251e-05
"Sauria",0.85,"line","TRUE","17","p",0.00133243588215937,0.575262655577999,0.0214055498107857
"Sauria",0.85,"line","TRUE","17","beta",0.777942661614776,1.05061944596249,0.0214055498107857
"Sauria",0.85,"sine","TRUE","17","p",8.77087093844597e-05,0.749253832432898,0.00701640847451119
"Sauria",0.85,"sine","TRUE","17","beta",0.835155486570051,3.79462675158472,0.00701640847451119
"Sauria",0.85,"ltr","TRUE","17","p",6.65087484974514e-06,0.590176237056815,0.0197932566457589
"Sauria",0.85,"ltr","TRUE","17","beta",0.894198686587311,-1.36294611620037,0.0197932566457589
"Sauria",0.85,"dna","TRUE","17","p",0.000107105929093354,0.606952082271478,0.018073747621841
"Sauria",0.85,"dna","TRUE","17","beta",0.935658067371897,-2.84800797707138,0.018073747621841
