"clade","thrs","repeat","phylosig","n","stat","intercept","median.trans:rep.prop","R2"
"Sauria",0.85,"rc","TRUE","16","p",1.76360444266166e-05,0.382207022030332,0.0549465864591607
"Sauria",0.85,"rc","TRUE","16","beta",0.832254758789615,36.8510954802839,0.0549465864591607
"Total",0.86,"total","TRUE","95","p",6.79793234452664e-05,0.0358089455426205,0.0465160238963464
"Total",0.86,"total","TRUE","95","beta",0.979291527930859,-0.546658217236734,0.0465160238963464
"Total",0.86,"line","TRUE","95","p",0.000289517818934382,0.243093036055621,0.0146221868536593
"Total",0.86,"line","TRUE","95","beta",0.862634248820889,-0.644844599549,0.0146221868536593
"Total",0.86,"sine","TRUE","95","p",0.000657573061225492,0.673850096355426,0.00191307282335209
"Total",0.86,"sine","TRUE","95","beta",0.800572389423128,0.517335810516341,0.00191307282335209
"Total",0.86,"ltr","TRUE","95","p",0.000139428971380973,0.0265912086935669,0.051768328200608
"Total",0.86,"ltr","TRUE","95","beta",0.885484883279875,-3.20389430252333,0.051768328200608
"Total",0.86,"dna","TRUE","95","p",8.03765871062456e-05,0.0483002245179969,0.0412792514747899
"Total",0.86,"dna","TRUE","95","beta",0.975675598237435,-2.79373037603429,0.0412792514747899
"Total",0.86,"rc","TRUE","94","p",3.04533640087534e-05,0.000106609872651653,0.151337206816903
"Total",0.86,"rc","TRUE","94","beta",0.928255967690779,-30.1805616157412,0.151337206816903
"Mammalia",0.86,"total","TRUE","43","p",0.00090925969143818,0.393182842364223,0.0178391376751107
"Mammalia",0.86,"total","TRUE","43","beta",0.887619875043868,-0.329505949195201,0.0178391376751107
"Mammalia",0.86,"line","TRUE","43","p",0.000930207805217798,0.428669223017782,0.0153469081451337
"Mammalia",0.86,"line","TRUE","43","beta",0.874057929223596,-0.563835907916059,0.0153469081451337
"Mammalia",0.86,"sine","TRUE","43","p",0.00620295144232896,0.750448932032474,0.00249432166042438
"Mammalia",0.86,"sine","TRUE","43","beta",0.740277620713888,0.48830599867718,0.00249432166042438
"Mammalia",0.86,"ltr","TRUE","43","p",0.000289007949764386,0.103562406661251,0.0633241229849944
"Mammalia",0.86,"ltr","TRUE","43","beta",0.857001020963458,-3.13324354067085,0.0633241229849944
"Mammalia",0.86,"dna","TRUE","43","p",0.00175356531660409,0.949328968422716,9.97043360970494e-05
"Mammalia",0.86,"dna","TRUE","43","beta",0.778311917131382,0.485416071361014,9.97043360970494e-05
"Mammalia",0.86,"rc","FALSE","44","p",0.00175356531660409,0.949328968422716,0.247000834651191
"Mammalia",0.86,"rc","FALSE","44","beta",0.778311917131382,0.485416071361014,0.247000834651191
"Actinopterygii",0.86,"total","FALSE","34","p",0.00175356531660409,0.949328968422716,0.0690864917735305
"Actinopterygii",0.86,"total","FALSE","34","beta",0.778311917131382,0.485416071361014,0.0690864917735305
"Actinopterygii",0.86,"line","FALSE","34","p",0.00175356531660409,0.949328968422716,0.118580201962314
"Actinopterygii",0.86,"line","FALSE","34","beta",0.778311917131382,0.485416071361014,0.118580201962314
"Actinopterygii",0.86,"sine","FALSE","34","p",0.00175356531660409,0.949328968422716,0.28727838532874
"Actinopterygii",0.86,"sine","FALSE","34","beta",0.778311917131382,0.485416071361014,0.28727838532874
"Actinopterygii",0.86,"ltr","FALSE","34","p",0.00175356531660409,0.949328968422716,0.0807512152463369
"Actinopterygii",0.86,"ltr","FALSE","34","beta",0.778311917131382,0.485416071361014,0.0807512152463369
"Actinopterygii",0.86,"dna","FALSE","34","p",0.00175356531660409,0.949328968422716,0.109222531550773
"Actinopterygii",0.86,"dna","FALSE","34","beta",0.778311917131382,0.485416071361014,0.109222531550773
"Actinopterygii",0.86,"rc","FALSE","34","p",0.00175356531660409,0.949328968422716,0.057451844872656
"Actinopterygii",0.86,"rc","FALSE","34","beta",0.778311917131382,0.485416071361014,0.057451844872656
"Sauria",0.86,"total","TRUE","17","p",0.00101113035217404,0.975703828494844,6.39278983743251e-05
"Sauria",0.86,"total","TRUE","17","beta",0.861463049525281,0.0240505443080883,6.39278983743251e-05
"Sauria",0.86,"line","TRUE","17","p",0.00133243588215937,0.575262655577999,0.0214055498107857
"Sauria",0.86,"line","TRUE","17","beta",0.777942661614776,1.05061944596249,0.0214055498107857
"Sauria",0.86,"sine","TRUE","17","p",8.77087093844597e-05,0.749253832432898,0.00701640847451119
"Sauria",0.86,"sine","TRUE","17","beta",0.835155486570051,3.79462675158472,0.00701640847451119
"Sauria",0.86,"ltr","TRUE","17","p",6.65087484974514e-06,0.590176237056815,0.0197932566457589
"Sauria",0.86,"ltr","TRUE","17","beta",0.894198686587311,-1.36294611620037,0.0197932566457589
"Sauria",0.86,"dna","TRUE","17","p",0.000107105929093354,0.606952082271478,0.018073747621841
"Sauria",0.86,"dna","TRUE","17","beta",0.935658067371897,-2.84800797707138,0.018073747621841
"Sauria",0.86,"rc","TRUE","16","p",1.76360444266166e-05,0.382207022030332,0.0549465864591607
"Sauria",0.86,"rc","TRUE","16","beta",0.832254758789615,36.8510954802839,0.0549465864591607
"Total",0.87,"total","TRUE","93","p",7.17824865490435e-05,0.0324933190980525,0.0492655322268864
"Total",0.87,"total","TRUE","93","beta",0.983770383393965,-0.562589941296043,0.0492655322268864
"Total",0.87,"line","TRUE","93","p",0.000314307303983075,0.227716000955351,0.0159492112473103
"Total",0.87,"line","TRUE","93","beta",0.864519904061806,-0.673195175895811,0.0159492112473103
"Total",0.87,"sine","TRUE","93","p",0.000732096444736596,0.686646062321172,0.00179659009800851
"Total",0.87,"sine","TRUE","93","beta",0.800477228121189,0.500844359329269,0.00179659009800851
"Total",0.87,"ltr","TRUE","93","p",0.000159894260490123,0.028075160246426,0.0519003125169126
"Total",0.87,"ltr","TRUE","93","beta",0.884999321362352,-3.20035970959746,0.0519003125169126
"Total",0.87,"dna","TRUE","93","p",8.93659052851881e-05,0.0476418794867914,0.0424160008172543
"Total",0.87,"dna","TRUE","93","beta",0.977662041185741,-2.83297318253197,0.0424160008172543
"Total",0.87,"rc","TRUE","92","p",2.99470370088706e-05,8.48631542249567e-05,0.158502918287963
"Total",0.87,"rc","TRUE","92","beta",0.934806474153326,-31.8011943047017,0.158502918287963
"Mammalia",0.87,"total","TRUE","43","p",0.00090925969143818,0.393182842364223,0.0178391376751107
"Mammalia",0.87,"total","TRUE","43","beta",0.887619875043868,-0.329505949195201,0.0178391376751107
"Mammalia",0.87,"line","TRUE","43","p",0.000930207805217798,0.428669223017782,0.0153469081451337
"Mammalia",0.87,"line","TRUE","43","beta",0.874057929223596,-0.563835907916059,0.0153469081451337
"Mammalia",0.87,"sine","TRUE","43","p",0.00620295144232896,0.750448932032474,0.00249432166042438
"Mammalia",0.87,"sine","TRUE","43","beta",0.740277620713888,0.48830599867718,0.00249432166042438
"Mammalia",0.87,"ltr","TRUE","43","p",0.000289007949764386,0.103562406661251,0.0633241229849944
"Mammalia",0.87,"ltr","TRUE","43","beta",0.857001020963458,-3.13324354067085,0.0633241229849944
"Mammalia",0.87,"dna","TRUE","43","p",0.00175356531660409,0.949328968422716,9.97043360970494e-05
"Mammalia",0.87,"dna","TRUE","43","beta",0.778311917131382,0.485416071361014,9.97043360970494e-05
"Mammalia",0.87,"rc","FALSE","44","p",0.00175356531660409,0.949328968422716,0.247000834651191
"Mammalia",0.87,"rc","FALSE","44","beta",0.778311917131382,0.485416071361014,0.247000834651191
"Actinopterygii",0.87,"total","FALSE","32","p",0.00175356531660409,0.949328968422716,0.0484408383604501
"Actinopterygii",0.87,"total","FALSE","32","beta",0.778311917131382,0.485416071361014,0.0484408383604501
"Actinopterygii",0.87,"line","FALSE","32","p",0.00175356531660409,0.949328968422716,0.0904693526601111
"Actinopterygii",0.87,"line","FALSE","32","beta",0.778311917131382,0.485416071361014,0.0904693526601111
"Actinopterygii",0.87,"sine","FALSE","32","p",0.00175356531660409,0.949328968422716,0.279092942145084
"Actinopterygii",0.87,"sine","FALSE","32","beta",0.778311917131382,0.485416071361014,0.279092942145084
"Actinopterygii",0.87,"ltr","FALSE","32","p",0.00175356531660409,0.949328968422716,0.0813375758160578
"Actinopterygii",0.87,"ltr","FALSE","32","beta",0.778311917131382,0.485416071361014,0.0813375758160578
"Actinopterygii",0.87,"dna","FALSE","32","p",0.00175356531660409,0.949328968422716,0.0922642936972976
"Actinopterygii",0.87,"dna","FALSE","32","beta",0.778311917131382,0.485416071361014,0.0922642936972976
"Actinopterygii",0.87,"rc","FALSE","32","p",0.00175356531660409,0.949328968422716,0.0473154995410353
"Actinopterygii",0.87,"rc","FALSE","32","beta",0.778311917131382,0.485416071361014,0.0473154995410353
"Sauria",0.87,"total","TRUE","17","p",0.00101113035217404,0.975703828494844,6.39278983743251e-05
"Sauria",0.87,"total","TRUE","17","beta",0.861463049525281,0.0240505443080883,6.39278983743251e-05
"Sauria",0.87,"line","TRUE","17","p",0.00133243588215937,0.575262655577999,0.0214055498107857
"Sauria",0.87,"line","TRUE","17","beta",0.777942661614776,1.05061944596249,0.0214055498107857
"Sauria",0.87,"sine","TRUE","17","p",8.77087093844597e-05,0.749253832432898,0.00701640847451119
"Sauria",0.87,"sine","TRUE","17","beta",0.835155486570051,3.79462675158472,0.00701640847451119
"Sauria",0.87,"ltr","TRUE","17","p",6.65087484974514e-06,0.590176237056815,0.0197932566457589
"Sauria",0.87,"ltr","TRUE","17","beta",0.894198686587311,-1.36294611620037,0.0197932566457589
"Sauria",0.87,"dna","TRUE","17","p",0.000107105929093354,0.606952082271478,0.018073747621841
"Sauria",0.87,"dna","TRUE","17","beta",0.935658067371897,-2.84800797707138,0.018073747621841
"Sauria",0.87,"rc","TRUE","16","p",1.76360444266166e-05,0.382207022030332,0.0549465864591607
"Sauria",0.87,"rc","TRUE","16","beta",0.832254758789615,36.8510954802839,0.0549465864591607
"Total",0.88,"total","TRUE","92","p",7.78544984239016e-05,0.032129953490299,0.0500065644895583
"Total",0.88,"total","TRUE","92","beta",0.983520660469058,-0.566918895918047,0.0500065644895583
"Total",0.88,"line","TRUE","92","p",0.000336393726092066,0.21974727553412,0.0166858767491275
"Total",0.88,"line","TRUE","92","beta",0.864282082344331,-0.689964416293097,0.0166858767491275
"Total",0.88,"sine","TRUE","92","p",0.000794593100867935,0.686068494647065,0.00182371856053822
"Total",0.88,"sine","TRUE","92","beta",0.799137546296127,0.504334421836237,0.00182371856053822
"Total",0.88,"ltr","TRUE","92","p",0.000174067282919799,0.0275742252346871,0.0527932830832816
"Total",0.88,"ltr","TRUE","92","beta",0.884028385860013,-3.22930135662346,0.0527932830832816
"Total",0.88,"dna","TRUE","92","p",0.000100281847738692,0.0498326246964629,0.0420719638133763
"Total",0.88,"dna","TRUE","92","beta",0.975930027038592,-2.82114778920269,0.0420719638133763
"Total",0.88,"rc","TRUE","91","p",3.3674474398282e-05,9.27621167976511e-05,0.158544899260419
"Total",0.88,"rc","TRUE","91","beta",0.93354820114713,-31.7874615080467,0.158544899260419
"Mammalia",0.88,"total","TRUE","43","p",0.00090925969143818,0.393182842364223,0.0178391376751107
"Mammalia",0.88,"total","TRUE","43","beta",0.887619875043868,-0.329505949195201,0.0178391376751107
"Mammalia",0.88,"line","TRUE","43","p",0.000930207805217798,0.428669223017782,0.0153469081451337
"Mammalia",0.88,"line","TRUE","43","beta",0.874057929223596,-0.563835907916059,0.0153469081451337
"Mammalia",0.88,"sine","TRUE","43","p",0.00620295144232896,0.750448932032474,0.00249432166042438
"Mammalia",0.88,"sine","TRUE","43","beta",0.740277620713888,0.48830599867718,0.00249432166042438
"Mammalia",0.88,"ltr","TRUE","43","p",0.000289007949764386,0.103562406661251,0.0633241229849944
"Mammalia",0.88,"ltr","TRUE","43","beta",0.857001020963458,-3.13324354067085,0.0633241229849944
"Mammalia",0.88,"dna","TRUE","43","p",0.00175356531660409,0.949328968422716,9.97043360970494e-05
"Mammalia",0.88,"dna","TRUE","43","beta",0.778311917131382,0.485416071361014,9.97043360970494e-05
"Mammalia",0.88,"rc","FALSE","44","p",0.00175356531660409,0.949328968422716,0.247000834651191
"Mammalia",0.88,"rc","FALSE","44","beta",0.778311917131382,0.485416071361014,0.247000834651191
"Actinopterygii",0.88,"total","FALSE","32","p",0.00175356531660409,0.949328968422716,0.0484408383604501
"Actinopterygii",0.88,"total","FALSE","32","beta",0.778311917131382,0.485416071361014,0.0484408383604501
"Actinopterygii",0.88,"line","FALSE","32","p",0.00175356531660409,0.949328968422716,0.0904693526601111
"Actinopterygii",0.88,"line","FALSE","32","beta",0.778311917131382,0.485416071361014,0.0904693526601111
"Actinopterygii",0.88,"sine","FALSE","32","p",0.00175356531660409,0.949328968422716,0.279092942145084
"Actinopterygii",0.88,"sine","FALSE","32","beta",0.778311917131382,0.485416071361014,0.279092942145084
"Actinopterygii",0.88,"ltr","FALSE","32","p",0.00175356531660409,0.949328968422716,0.0813375758160578
"Actinopterygii",0.88,"ltr","FALSE","32","beta",0.778311917131382,0.485416071361014,0.0813375758160578
"Actinopterygii",0.88,"dna","FALSE","32","p",0.00175356531660409,0.949328968422716,0.0922642936972976
"Actinopterygii",0.88,"dna","FALSE","32","beta",0.778311917131382,0.485416071361014,0.0922642936972976
"Actinopterygii",0.88,"rc","FALSE","32","p",0.00175356531660409,0.949328968422716,0.0473154995410353
"Actinopterygii",0.88,"rc","FALSE","32","beta",0.778311917131382,0.485416071361014,0.0473154995410353
"Sauria",0.88,"total","TRUE","16","p",0.00125437877698809,0.908015921832872,0.000987710226210107
"Sauria",0.88,"total","TRUE","16","beta",0.882035801544363,-0.0963216225476042,0.000987710226210107
"Sauria",0.88,"line","TRUE","16","p",0.00227535239588339,0.754842137104412,0.00719165782721517
"Sauria",0.88,"line","TRUE","16","beta",0.805257316107977,0.678930308812376,0.00719165782721517
"Sauria",0.88,"sine","TRUE","16","p",0.000157437089000512,0.729591362181572,0.00880561431777797
"Sauria",0.88,"sine","TRUE","16","beta",0.825806846072345,4.20602530081083,0.00880561431777797
"Sauria",0.88,"ltr","TRUE","16","p",1.17213392765159e-05,0.533244203122451,0.0283248809901515
"Sauria",0.88,"ltr","TRUE","16","beta",0.89289367838519,-1.62954340624324,0.0283248809901515
"Sauria",0.88,"dna","TRUE","16","p",0.000242206715263649,0.690249065159939,0.0116868467010149
"Sauria",0.88,"dna","TRUE","16","beta",0.917547212447814,-2.30445670384944,0.0116868467010149
"Sauria",0.88,"rc","TRUE","15","p",3.52472444820062e-05,0.3828327622996,0.0590506990224409
"Sauria",0.88,"rc","TRUE","15","beta",0.825240974185006,37.7682231951158,0.0590506990224409
"Total",0.89,"total","TRUE","89","p",0.000148267213023745,0.197562958797357,0.0190106835831716
"Total",0.89,"total","TRUE","89","beta",0.912863574425633,-0.339327358657617,0.0190106835831716
"Total",0.89,"line","TRUE","89","p",0.000158985159622871,0.177121869195775,0.0208383166127807
"Total",0.89,"line","TRUE","89","beta",0.86638957364383,-0.719377194836941,0.0208383166127807
"Total",0.89,"sine","TRUE","89","p",0.000460282571017379,0.496417493783612,0.00533344781139623
"Total",0.89,"sine","TRUE","89","beta",0.793356189307912,0.8061941822022,0.00533344781139623
"Total",0.89,"ltr","TRUE","89","p",0.000113444288683207,0.0563651045029163,0.0412200107273962
"Total",0.89,"ltr","TRUE","89","beta",0.87088580001121,-2.68083522707167,0.0412200107273962
"Total",0.89,"dna","TRUE","89","p",3.84550012437757e-05,0.0319880709289149,0.0517783101738429
"Total",0.89,"dna","TRUE","89","beta",0.98145112579122,-2.91911256815143,0.0517783101738429
"Total",0.89,"rc","TRUE","88","p",1.10239415866964e-05,3.3662012724367e-05,0.18219741799643
"Total",0.89,"rc","TRUE","88","beta",0.933159952538441,-31.7758019507548,0.18219741799643
"Mammalia",0.89,"total","TRUE","42","p",0.00177047244742301,0.896873537769296,0.000425172258124275
"Mammalia",0.89,"total","TRUE","42","beta",0.769423915200661,0.0482251479020536,0.000425172258124275
"Mammalia",0.89,"line","TRUE","42","p",0.000269854432403793,0.348489917073415,0.0220038539410292
"Mammalia",0.89,"line","TRUE","42","beta",0.881687592070551,-0.603064668893604,0.0220038539410292
"Mammalia",0.89,"sine","TRUE","42","p",0.00371233239741287,0.559962382059882,0.00856410642067677
"Mammalia",0.89,"sine","TRUE","42","beta",0.713211974629467,0.810187811572606,0.00856410642067677
"Mammalia",0.89,"ltr","TRUE","42","p",0.000115650086150554,0.162078033800645,0.0482760902073797
"Mammalia",0.89,"ltr","TRUE","42","beta",0.842487680878395,-2.46310345649205,0.0482760902073797
"Mammalia",0.89,"dna","TRUE","42","p",0.000472240441848015,0.82746745965861,0.00120177549636835
"Mammalia",0.89,"dna","TRUE","42","beta",0.800369139586835,-1.51132236028394,0.00120177549636835
"Mammalia",0.89,"rc","FALSE","43","p",0.000472240441848015,0.82746745965861,0.279246935862223
"Mammalia",0.89,"rc","FALSE","43","beta",0.800369139586835,-1.51132236028394,0.279246935862223
"Actinopterygii",0.89,"total","FALSE","32","p",0.000472240441848015,0.82746745965861,0.0484408383604501
"Actinopterygii",0.89,"total","FALSE","32","beta",0.800369139586835,-1.51132236028394,0.0484408383604501
"Actinopterygii",0.89,"line","FALSE","32","p",0.000472240441848015,0.82746745965861,0.0904693526601111
"Actinopterygii",0.89,"line","FALSE","32","beta",0.800369139586835,-1.51132236028394,0.0904693526601111
"Actinopterygii",0.89,"sine","FALSE","32","p",0.000472240441848015,0.82746745965861,0.279092942145084
"Actinopterygii",0.89,"sine","FALSE","32","beta",0.800369139586835,-1.51132236028394,0.279092942145084
"Actinopterygii",0.89,"ltr","FALSE","32","p",0.000472240441848015,0.82746745965861,0.0813375758160578
"Actinopterygii",0.89,"ltr","FALSE","32","beta",0.800369139586835,-1.51132236028394,0.0813375758160578
"Actinopterygii",0.89,"dna","FALSE","32","p",0.000472240441848015,0.82746745965861,0.0922642936972976
"Actinopterygii",0.89,"dna","FALSE","32","beta",0.800369139586835,-1.51132236028394,0.0922642936972976
"Actinopterygii",0.89,"rc","FALSE","32","p",0.000472240441848015,0.82746745965861,0.0473154995410353
"Actinopterygii",0.89,"rc","FALSE","32","beta",0.800369139586835,-1.51132236028394,0.0473154995410353
"Sauria",0.89,"total","TRUE","14","p",0.00352559297969379,0.996440502356773,1.72899359271171e-06
"Sauria",0.89,"total","TRUE","14","beta",0.859555569370442,-0.0040625503105467,1.72899359271171e-06
"Sauria",0.89,"line","TRUE","14","p",0.00586830073581357,0.678255011994214,0.0148388621018882
