"clade","thrs","repeat","phylosig","stat","intercept","chromnum.1n","median.trans","rep.prop","chromnum.1n:median.trans","chromnum.1n:rep.prop","median.trans:rep.prop","chromnum.1n:median.trans:rep.prop","R2"
"Mammalia",0.07,"sine","FALSE","beta",6.79687013917865,-0.225238571037008,-8.06910306818477,-83.7342697022566,0.291095881645818,3.48258147110355,105.957350049195,-4.3952304628833,0.124702027746586
"Mammalia",0.07,"ltr","TRUE","p",0.079121179165649,0.0145404827056694,0.0106153385181705,NA,0.00927243853069365,NA,NA,NA,0.211644078613903
"Mammalia",0.07,"ltr","TRUE","beta",-1.66558056758913,0.103690305348615,3.43573579231173,NA,-0.158185304013592,NA,NA,NA,0.211644078613903
"Mammalia",0.07,"dna","FALSE","p",0.319894071215917,NA,0.914654831959781,0.0678262924413245,NA,NA,0.129482156645882,NA,0.0891648070898653
"Mammalia",0.07,"dna","FALSE","beta",0.785037961490021,NA,-0.127788240740523,-52.0686944263083,NA,NA,60.8946934615162,NA,0.0891648070898653
"Mammalia",0.07,"rc","FALSE","p",0.000934699164895899,0.00190111443164619,0.00169471876191003,0.00114260433660774,0.00202753410761258,0.00155966946176541,0.00136903425245242,0.00171093653548493,0.241277707981538
"Mammalia",0.07,"rc","FALSE","beta",12.5822902020581,-0.503573151587641,-21.5694620565339,-109439.557192619,0.907099614978638,4811.26139231535,190500.59553748,-8471.21663036497,0.241277707981538
"Actinopterygii",0.07,"total","FALSE","p",0.0245122137045385,0.006915953299224,0.0178726591958358,0.0275572571514516,0.00769675297837363,0.0528158027644668,0.0945337259683247,NA,0.286995983047638
"Actinopterygii",0.07,"total","FALSE","beta",-11.5887498955344,0.59190631921848,15.2863714377212,-10.8037027109765,-0.734367011980829,0.125199715283709,9.30169245987726,NA,0.286995983047638
"Actinopterygii",0.07,"line","FALSE","p",0.173607207117376,0.105501750664295,0.117701199644075,NA,0.120408677523914,NA,NA,NA,0.120448451750273
"Actinopterygii",0.07,"line","FALSE","beta",-3.56896112799791,0.162059972665157,4.60773953235506,NA,-0.173898186250258,NA,NA,NA,0.120448451750273
"Actinopterygii",0.07,"sine","FALSE","p",0.0718035423790813,0.06406290815784,0.0641729015495787,0.150165524213487,0.0651831053755412,0.144060616752039,0.15799353696393,0.148596571416096,0.216511651586962
"Actinopterygii",0.07,"sine","FALSE","beta",-19.4626980625695,0.815348489581247,22.181513197244,1663.361249795,-0.897592369514551,-68.4018696577619,-1830.29224188634,75.7475693275341,0.216511651586962
"Actinopterygii",0.07,"ltr","FALSE","p",0.108956068693133,0.101012550448644,0.103620417314595,0.168394451963203,0.113842773903034,0.157342055653751,0.179140642386068,0.167046671084143,0.165468778612399
"Actinopterygii",0.07,"ltr","FALSE","beta",-12.5300759734242,0.554104603754709,15.6018344516643,430.195719109683,-0.655336091009436,-18.954382195883,-514.623836327951,22.77948787249,0.165468778612399
"Actinopterygii",0.07,"dna","FALSE","p",2.6287001070128e-06,0.0827372011450735,NA,NA,NA,NA,NA,NA,0.0668534758292398
"Actinopterygii",0.07,"dna","FALSE","beta",0.546116725384846,0.00683213781380741,NA,NA,NA,NA,NA,NA,0.0668534758292398
"Actinopterygii",0.07,"rc","FALSE","p",2.78863907448286e-06,0.0349529795551238,NA,0.113065517904286,NA,NA,NA,NA,0.120379020397689
"Actinopterygii",0.07,"rc","FALSE","beta",0.537204791316089,0.00854886665165786,NA,-9.10506217928281,NA,NA,NA,NA,0.120379020397689
"Sauria",0.07,"total","FALSE","p",2.81052528356505e-25,NA,NA,NA,NA,NA,NA,NA,0
"Sauria",0.07,"total","FALSE","beta",0.725224888560204,NA,NA,NA,NA,NA,NA,NA,0
"Sauria",0.07,"line","FALSE","p",0.345782592381408,0.144573266570574,0.192737835888867,NA,0.127976308591966,NA,NA,NA,0.0680619258291262
"Sauria",0.07,"line","FALSE","beta",-2.2344864917721,0.100908151575818,3.93439503464363,NA,-0.136413517464952,NA,NA,NA,0.0680619258291262
"Sauria",0.07,"sine","FALSE","p",2.81052528356505e-25,NA,NA,NA,NA,NA,NA,NA,0
"Sauria",0.07,"sine","FALSE","beta",0.725224888560204,NA,NA,NA,NA,NA,NA,NA,0
"Sauria",0.07,"ltr","FALSE","p",0.736337804109228,NA,0.130984776014807,NA,NA,NA,NA,NA,0.0468776898264477
"Sauria",0.07,"ltr","FALSE","beta",0.131436396777647,NA,0.746233293084004,NA,NA,NA,NA,NA,0.0468776898264477
"Sauria",0.07,"dna","FALSE","p",0.818243155147847,0.776171475215851,0.783082438221674,0.136089277025648,0.695371980945071,0.0505316426293186,0.15056195985174,0.063680359471445,0.237764884316482
"Sauria",0.07,"dna","FALSE","beta",0.320341013559784,-0.011265098792179,0.569299721267526,213.02839706018,0.023534401998842,-11.5990667696199,-253.466606025042,13.4478476726955,0.237764884316482
"Sauria",0.07,"rc","FALSE","p",2.85658952196238e-24,NA,NA,NA,NA,NA,NA,NA,0
"Sauria",0.07,"rc","FALSE","beta",0.729354294618997,NA,NA,NA,NA,NA,NA,NA,0
"Total",0.08,"total","TRUE","p",0.129522471470679,0.0350723846811975,0.0976264720443049,0.0400894582100721,0.0688225467263186,0.00529592566724357,0.0637773882631308,0.0142059814257819,0.330251055622151
"Total",0.08,"total","TRUE","beta",-3.31743671403474,0.149737601622462,4.40458459129729,11.318829172093,-0.16309869608024,-0.513809832168392,-12.3173760372927,0.561839088411347,0.330251055622151
"Total",0.08,"line","TRUE","p",0.0108717530332988,0.000677074858929649,0.00276622985230943,0.000127453814845536,0.0067557016208817,3.17396699055815e-06,NA,NA,0.337274618679112
"Total",0.08,"line","TRUE","beta",-1.95281524302289,0.0868007641626989,2.65832114178508,3.90957444980471,-0.0829143086991719,-0.165596679378807,NA,NA,0.337274618679112
"Total",0.08,"sine","TRUE","p",0.00238960415038946,0.0307736693479852,0.318370045140564,0.0114124227520279,NA,0.0579911434627846,0.0181511094016737,NA,0.291736878945224
"Total",0.08,"sine","TRUE","beta",0.717151442134345,0.00726681107859232,-0.214408881973528,15.5678138815785,NA,-0.141807795358107,-15.9570091709417,NA,0.291736878945224
"Total",0.08,"ltr","TRUE","p",0.106160668705607,0.00731797796109199,0.499151807206795,0.139047150303503,NA,0.0971332674074956,0.040140393028785,NA,0.266988246061745
"Total",0.08,"ltr","TRUE","beta",0.707902959589856,0.012352747008268,-0.337895577083728,-19.6408643771037,NA,-0.239440761111299,31.3890599529675,NA,0.266988246061745
"Total",0.08,"dna","TRUE","p",0.000453274266607298,0.0344018442873846,0.353705342309078,4.86292368721583e-07,NA,NA,4.50548387249108e-07,NA,0.28138199505779
"Total",0.08,"dna","TRUE","beta",0.819520737849013,0.00534940597747111,-0.247244345569756,-36.0041630921412,NA,NA,40.2353393555548,NA,0.28138199505779
"Total",0.08,"rc","TRUE","p",0.61041017023068,0.61526997492317,0.377069782519626,0.00229555731044881,0.946994683049139,0.00454767326895778,0.00258459267786651,0.00492993481949136,0.209834892075326
"Total",0.08,"rc","TRUE","beta",0.192793205614945,0.00780361641555153,0.520786058627235,-1645.06475824385,-0.00165427739625414,57.2190020386582,1858.08355157925,-66.2743008719606,0.209834892075326
"Mammalia",0.08,"total","TRUE","p",0.413325987875682,0.0388659650086155,NA,0.027098154237459,NA,0.0147136937571795,NA,NA,0.200388593106114
"Mammalia",0.08,"total","TRUE","beta",-0.456910647175269,0.0457816724618919,NA,3.30262731886671,NA,-0.144748239560632,NA,NA,0.200388593106114
"Mammalia",0.08,"line","FALSE","p",0.0267364502648647,0.0501633037372732,0.0138131914494513,0.0226013307989711,0.0395586166384855,0.0901908788779709,0.0142934392873739,0.0637905654851601,0.140298199603507
"Mammalia",0.08,"line","FALSE","beta",-7.62703387391455,0.284846344561756,11.7166054015577,29.921058478169,-0.404574464305725,-1.02710287597831,-43.2796474718719,1.46462415824765,0.140298199603507
"Mammalia",0.08,"sine","FALSE","p",0.0187882202362362,0.0283303188443798,0.0245393710926459,0.0564439065667443,0.0248931881346817,0.0346603035613766,0.0492104890397104,0.0321090094324791,0.124702027746586
"Mammalia",0.08,"sine","FALSE","beta",6.79687013917865,-0.225238571037008,-8.06910306818477,-83.7342697022566,0.291095881645818,3.48258147110355,105.957350049195,-4.3952304628833,0.124702027746586
"Mammalia",0.08,"ltr","TRUE","p",0.079121179165649,0.0145404827056694,0.0106153385181705,NA,0.00927243853069365,NA,NA,NA,0.211644078613903
"Mammalia",0.08,"ltr","TRUE","beta",-1.66558056758913,0.103690305348615,3.43573579231173,NA,-0.158185304013592,NA,NA,NA,0.211644078613903
"Mammalia",0.08,"dna","FALSE","p",0.319894071215917,NA,0.914654831959781,0.0678262924413245,NA,NA,0.129482156645882,NA,0.0891648070898653
"Mammalia",0.08,"dna","FALSE","beta",0.785037961490021,NA,-0.127788240740523,-52.0686944263083,NA,NA,60.8946934615162,NA,0.0891648070898653
"Mammalia",0.08,"rc","FALSE","p",0.000934699164895899,0.00190111443164619,0.00169471876191003,0.00114260433660774,0.00202753410761258,0.00155966946176541,0.00136903425245242,0.00171093653548493,0.241277707981538
"Mammalia",0.08,"rc","FALSE","beta",12.5822902020581,-0.503573151587641,-21.5694620565339,-109439.557192619,0.907099614978638,4811.26139231535,190500.59553748,-8471.21663036497,0.241277707981538
"Actinopterygii",0.08,"total","FALSE","p",0.0245122137045385,0.006915953299224,0.0178726591958358,0.0275572571514516,0.00769675297837363,0.0528158027644668,0.0945337259683247,NA,0.286995983047638
"Actinopterygii",0.08,"total","FALSE","beta",-11.5887498955344,0.59190631921848,15.2863714377212,-10.8037027109765,-0.734367011980829,0.125199715283709,9.30169245987726,NA,0.286995983047638
"Actinopterygii",0.08,"line","FALSE","p",0.173607207117376,0.105501750664295,0.117701199644075,NA,0.120408677523914,NA,NA,NA,0.120448451750273
"Actinopterygii",0.08,"line","FALSE","beta",-3.56896112799791,0.162059972665157,4.60773953235506,NA,-0.173898186250258,NA,NA,NA,0.120448451750273
"Actinopterygii",0.08,"sine","FALSE","p",0.0718035423790813,0.06406290815784,0.0641729015495787,0.150165524213487,0.0651831053755412,0.144060616752039,0.15799353696393,0.148596571416096,0.216511651586962
"Actinopterygii",0.08,"sine","FALSE","beta",-19.4626980625695,0.815348489581247,22.181513197244,1663.361249795,-0.897592369514551,-68.4018696577619,-1830.29224188634,75.7475693275341,0.216511651586962
"Actinopterygii",0.08,"ltr","FALSE","p",0.108956068693133,0.101012550448644,0.103620417314595,0.168394451963203,0.113842773903034,0.157342055653751,0.179140642386068,0.167046671084143,0.165468778612399
"Actinopterygii",0.08,"ltr","FALSE","beta",-12.5300759734242,0.554104603754709,15.6018344516643,430.195719109683,-0.655336091009436,-18.954382195883,-514.623836327951,22.77948787249,0.165468778612399
"Actinopterygii",0.08,"dna","FALSE","p",2.6287001070128e-06,0.0827372011450735,NA,NA,NA,NA,NA,NA,0.0668534758292398
"Actinopterygii",0.08,"dna","FALSE","beta",0.546116725384846,0.00683213781380741,NA,NA,NA,NA,NA,NA,0.0668534758292398
"Actinopterygii",0.08,"rc","FALSE","p",2.78863907448286e-06,0.0349529795551238,NA,0.113065517904286,NA,NA,NA,NA,0.120379020397689
"Actinopterygii",0.08,"rc","FALSE","beta",0.537204791316089,0.00854886665165786,NA,-9.10506217928281,NA,NA,NA,NA,0.120379020397689
"Sauria",0.08,"total","FALSE","p",0.0048286401494231,0.0936558577616818,0.0216751874520467,0.126882939178218,NA,0.0683110018324861,0.179366395548955,NA,0.154185465405088
"Sauria",0.08,"total","FALSE","beta",3.61500881086658,-0.0161719105683269,-3.13116674548485,-9.43168858139594,NA,0.100881925647758,9.21314215410108,NA,0.154185465405088
"Sauria",0.08,"line","FALSE","p",0.333648830060766,0.132191147338157,0.166968978486268,NA,0.120844831602579,NA,NA,NA,0.0648676858991983
"Sauria",0.08,"line","FALSE","beta",-1.92885867576658,0.0882652670641936,3.5194383048806,NA,-0.117908361064669,NA,NA,NA,0.0648676858991983
"Sauria",0.08,"sine","FALSE","p",8.16724237998911e-28,NA,NA,NA,NA,NA,NA,NA,0
"Sauria",0.08,"sine","FALSE","beta",0.752639681620932,NA,NA,NA,NA,NA,NA,NA,0
"Sauria",0.08,"ltr","FALSE","p",0.0120595247876479,NA,0.0912711575559152,0.0502227505871387,NA,NA,0.0480124737251791,NA,0.0903277465498133
"Sauria",0.08,"ltr","FALSE","beta",2.18591630486961,NA,-1.80633641220731,-65.6903352986168,NA,NA,81.6689544117746,NA,0.0903277465498133
"Sauria",0.08,"dna","FALSE","p",8.16724237998911e-28,NA,NA,NA,NA,NA,NA,NA,0
"Sauria",0.08,"dna","FALSE","beta",0.752639681620932,NA,NA,NA,NA,NA,NA,NA,0
"Sauria",0.08,"rc","FALSE","p",7.99698469935005e-27,NA,NA,NA,NA,NA,NA,NA,0
"Sauria",0.08,"rc","FALSE","beta",0.75826281666412,NA,NA,NA,NA,NA,NA,NA,0
"Total",0.09,"total","TRUE","p",0.129522471470679,0.0350723846811975,0.0976264720443049,0.0400894582100721,0.0688225467263186,0.00529592566724357,0.0637773882631308,0.0142059814257819,0.330251055622151
"Total",0.09,"total","TRUE","beta",-3.31743671403474,0.149737601622462,4.40458459129729,11.318829172093,-0.16309869608024,-0.513809832168392,-12.3173760372927,0.561839088411347,0.330251055622151
"Total",0.09,"line","TRUE","p",0.0108717530332988,0.000677074858929649,0.00276622985230943,0.000127453814845536,0.0067557016208817,3.17396699055815e-06,NA,NA,0.337274618679112
"Total",0.09,"line","TRUE","beta",-1.95281524302289,0.0868007641626989,2.65832114178508,3.90957444980471,-0.0829143086991719,-0.165596679378807,NA,NA,0.337274618679112
"Total",0.09,"sine","TRUE","p",0.00238960415038946,0.0307736693479852,0.318370045140564,0.0114124227520279,NA,0.0579911434627846,0.0181511094016737,NA,0.291736878945224
"Total",0.09,"sine","TRUE","beta",0.717151442134345,0.00726681107859232,-0.214408881973528,15.5678138815785,NA,-0.141807795358107,-15.9570091709417,NA,0.291736878945224
"Total",0.09,"ltr","TRUE","p",0.106160668705607,0.00731797796109199,0.499151807206795,0.139047150303503,NA,0.0971332674074956,0.040140393028785,NA,0.266988246061745
"Total",0.09,"ltr","TRUE","beta",0.707902959589856,0.012352747008268,-0.337895577083728,-19.6408643771037,NA,-0.239440761111299,31.3890599529675,NA,0.266988246061745
"Total",0.09,"dna","TRUE","p",0.000453274266607298,0.0344018442873846,0.353705342309078,4.86292368721583e-07,NA,NA,4.50548387249108e-07,NA,0.28138199505779
"Total",0.09,"dna","TRUE","beta",0.819520737849013,0.00534940597747111,-0.247244345569756,-36.0041630921412,NA,NA,40.2353393555548,NA,0.28138199505779
"Total",0.09,"rc","TRUE","p",0.61041017023068,0.61526997492317,0.377069782519626,0.00229555731044881,0.946994683049139,0.00454767326895778,0.00258459267786651,0.00492993481949136,0.209834892075326
"Total",0.09,"rc","TRUE","beta",0.192793205614945,0.00780361641555153,0.520786058627235,-1645.06475824385,-0.00165427739625414,57.2190020386582,1858.08355157925,-66.2743008719606,0.209834892075326
"Mammalia",0.09,"total","TRUE","p",0.413325987875682,0.0388659650086155,NA,0.027098154237459,NA,0.0147136937571795,NA,NA,0.200388593106114
"Mammalia",0.09,"total","TRUE","beta",-0.456910647175269,0.0457816724618919,NA,3.30262731886671,NA,-0.144748239560632,NA,NA,0.200388593106114
"Mammalia",0.09,"line","FALSE","p",0.0267364502648647,0.0501633037372732,0.0138131914494513,0.0226013307989711,0.0395586166384855,0.0901908788779709,0.0142934392873739,0.0637905654851601,0.140298199603507
"Mammalia",0.09,"line","FALSE","beta",-7.62703387391455,0.284846344561756,11.7166054015577,29.921058478169,-0.404574464305725,-1.02710287597831,-43.2796474718719,1.46462415824765,0.140298199603507
"Mammalia",0.09,"sine","FALSE","p",0.0187882202362362,0.0283303188443798,0.0245393710926459,0.0564439065667443,0.0248931881346817,0.0346603035613766,0.0492104890397104,0.0321090094324791,0.124702027746586
"Mammalia",0.09,"sine","FALSE","beta",6.79687013917865,-0.225238571037008,-8.06910306818477,-83.7342697022566,0.291095881645818,3.48258147110355,105.957350049195,-4.3952304628833,0.124702027746586
"Mammalia",0.09,"ltr","TRUE","p",0.079121179165649,0.0145404827056694,0.0106153385181705,NA,0.00927243853069365,NA,NA,NA,0.211644078613903
"Mammalia",0.09,"ltr","TRUE","beta",-1.66558056758913,0.103690305348615,3.43573579231173,NA,-0.158185304013592,NA,NA,NA,0.211644078613903
"Mammalia",0.09,"dna","FALSE","p",0.319894071215917,NA,0.914654831959781,0.0678262924413245,NA,NA,0.129482156645882,NA,0.0891648070898653
"Mammalia",0.09,"dna","FALSE","beta",0.785037961490021,NA,-0.127788240740523,-52.0686944263083,NA,NA,60.8946934615162,NA,0.0891648070898653
"Mammalia",0.09,"rc","FALSE","p",0.000934699164895899,0.00190111443164619,0.00169471876191003,0.00114260433660774,0.00202753410761258,0.00155966946176541,0.00136903425245242,0.00171093653548493,0.241277707981538
"Mammalia",0.09,"rc","FALSE","beta",12.5822902020581,-0.503573151587641,-21.5694620565339,-109439.557192619,0.907099614978638,4811.26139231535,190500.59553748,-8471.21663036497,0.241277707981538
"Actinopterygii",0.09,"total","FALSE","p",0.0245122137045385,0.006915953299224,0.0178726591958358,0.0275572571514516,0.00769675297837363,0.0528158027644668,0.0945337259683247,NA,0.286995983047638
"Actinopterygii",0.09,"total","FALSE","beta",-11.5887498955344,0.59190631921848,15.2863714377212,-10.8037027109765,-0.734367011980829,0.125199715283709,9.30169245987726,NA,0.286995983047638
"Actinopterygii",0.09,"line","FALSE","p",0.173607207117376,0.105501750664295,0.117701199644075,NA,0.120408677523914,NA,NA,NA,0.120448451750273
"Actinopterygii",0.09,"line","FALSE","beta",-3.56896112799791,0.162059972665157,4.60773953235506,NA,-0.173898186250258,NA,NA,NA,0.120448451750273
"Actinopterygii",0.09,"sine","FALSE","p",0.0718035423790813,0.06406290815784,0.0641729015495787,0.150165524213487,0.0651831053755412,0.144060616752039,0.15799353696393,0.148596571416096,0.216511651586962
"Actinopterygii",0.09,"sine","FALSE","beta",-19.4626980625695,0.815348489581247,22.181513197244,1663.361249795,-0.897592369514551,-68.4018696577619,-1830.29224188634,75.7475693275341,0.216511651586962
"Actinopterygii",0.09,"ltr","FALSE","p",0.108956068693133,0.101012550448644,0.103620417314595,0.168394451963203,0.113842773903034,0.157342055653751,0.179140642386068,0.167046671084143,0.165468778612399
"Actinopterygii",0.09,"ltr","FALSE","beta",-12.5300759734242,0.554104603754709,15.6018344516643,430.195719109683,-0.655336091009436,-18.954382195883,-514.623836327951,22.77948787249,0.165468778612399
"Actinopterygii",0.09,"dna","FALSE","p",2.6287001070128e-06,0.0827372011450735,NA,NA,NA,NA,NA,NA,0.0668534758292398
"Actinopterygii",0.09,"dna","FALSE","beta",0.546116725384846,0.00683213781380741,NA,NA,NA,NA,NA,NA,0.0668534758292398
"Actinopterygii",0.09,"rc","FALSE","p",2.78863907448286e-06,0.0349529795551238,NA,0.113065517904286,NA,NA,NA,NA,0.120379020397689
"Actinopterygii",0.09,"rc","FALSE","beta",0.537204791316089,0.00854886665165786,NA,-9.10506217928281,NA,NA,NA,NA,0.120379020397689
"Sauria",0.09,"total","FALSE","p",4.70108122545741e-28,NA,NA,NA,NA,NA,NA,NA,0
"Sauria",0.09,"total","FALSE","beta",0.761622068365072,NA,NA,NA,NA,NA,NA,NA,0
"Sauria",0.09,"line","FALSE","p",0.353964221993674,0.147595118968931,0.179508896431043,NA,0.139652153275874,NA,NA,NA,0.0557548042025164
"Sauria",0.09,"line","FALSE","beta",-1.80098734550229,0.0827128213569684,3.32948865105673,NA,-0.109411292592861,NA,NA,NA,0.0557548042025164
"Sauria",0.09,"sine","FALSE","p",4.70108122545741e-28,NA,NA,NA,NA,NA,NA,NA,0
"Sauria",0.09,"sine","FALSE","beta",0.761622068365072,NA,NA,NA,NA,NA,NA,NA,0
"Sauria",0.09,"ltr","FALSE","p",0.0134080301717259,NA,0.107382890948383,0.046363639863376,NA,NA,0.0442304431723761,NA,0.0994577704747243
"Sauria",0.09,"ltr","FALSE","beta",2.07926570492281,NA,-1.66213039396822,-64.5208718141532,NA,NA,80.2299143071842,NA,0.0994577704747243
"Sauria",0.09,"dna","FALSE","p",4.70108122545741e-28,NA,NA,NA,NA,NA,NA,NA,0
"Sauria",0.09,"dna","FALSE","beta",0.761622068365072,NA,NA,NA,NA,NA,NA,NA,0
"Sauria",0.09,"rc","FALSE","p",4.34745805054592e-27,NA,NA,NA,NA,NA,NA,NA,0
"Sauria",0.09,"rc","FALSE","beta",0.767781292238522,NA,NA,NA,NA,NA,NA,NA,0
"Total",0.1,"total","TRUE","p",0.129522471470679,0.0350723846811975,0.0976264720443049,0.0400894582100721,0.0688225467263186,0.00529592566724357,0.0637773882631308,0.0142059814257819,0.330251055622151
"Total",0.1,"total","TRUE","beta",-3.31743671403474,0.149737601622462,4.40458459129729,11.318829172093,-0.16309869608024,-0.513809832168392,-12.3173760372927,0.561839088411347,0.330251055622151
"Total",0.1,"line","TRUE","p",0.0108717530332988,0.000677074858929649,0.00276622985230943,0.000127453814845536,0.0067557016208817,3.17396699055815e-06,NA,NA,0.337274618679112
"Total",0.1,"line","TRUE","beta",-1.95281524302289,0.0868007641626989,2.65832114178508,3.90957444980471,-0.0829143086991719,-0.165596679378807,NA,NA,0.337274618679112
"Total",0.1,"sine","TRUE","p",0.00238960415038946,0.0307736693479852,0.318370045140564,0.0114124227520279,NA,0.0579911434627846,0.0181511094016737,NA,0.291736878945224
"Total",0.1,"sine","TRUE","beta",0.717151442134345,0.00726681107859232,-0.214408881973528,15.5678138815785,NA,-0.141807795358107,-15.9570091709417,NA,0.291736878945224
"Total",0.1,"ltr","TRUE","p",0.106160668705607,0.00731797796109199,0.499151807206795,0.139047150303503,NA,0.0971332674074956,0.040140393028785,NA,0.266988246061745
"Total",0.1,"ltr","TRUE","beta",0.707902959589856,0.012352747008268,-0.337895577083728,-19.6408643771037,NA,-0.239440761111299,31.3890599529675,NA,0.266988246061745
"Total",0.1,"dna","TRUE","p",0.000453274266607298,0.0344018442873846,0.353705342309078,4.86292368721583e-07,NA,NA,4.50548387249108e-07,NA,0.28138199505779
"Total",0.1,"dna","TRUE","beta",0.819520737849013,0.00534940597747111,-0.247244345569756,-36.0041630921412,NA,NA,40.2353393555548,NA,0.28138199505779
"Total",0.1,"rc","TRUE","p",0.61041017023068,0.61526997492317,0.377069782519626,0.00229555731044881,0.946994683049139,0.00454767326895778,0.00258459267786651,0.00492993481949136,0.209834892075326
"Total",0.1,"rc","TRUE","beta",0.192793205614945,0.00780361641555153,0.520786058627235,-1645.06475824385,-0.00165427739625414,57.2190020386582,1858.08355157925,-66.2743008719606,0.209834892075326
"Mammalia",0.1,"total","TRUE","p",0.413325987875682,0.0388659650086155,NA,0.027098154237459,NA,0.0147136937571795,NA,NA,0.200388593106114
"Mammalia",0.1,"total","TRUE","beta",-0.456910647175269,0.0457816724618919,NA,3.30262731886671,NA,-0.144748239560632,NA,NA,0.200388593106114
"Mammalia",0.1,"line","FALSE","p",0.0267364502648647,0.0501633037372732,0.0138131914494513,0.0226013307989711,0.0395586166384855,0.0901908788779709,0.0142934392873739,0.0637905654851601,0.140298199603507
"Mammalia",0.1,"line","FALSE","beta",-7.62703387391455,0.284846344561756,11.7166054015577,29.921058478169,-0.404574464305725,-1.02710287597831,-43.2796474718719,1.46462415824765,0.140298199603507
"Mammalia",0.1,"sine","FALSE","p",0.0187882202362362,0.0283303188443798,0.0245393710926459,0.0564439065667443,0.0248931881346817,0.0346603035613766,0.0492104890397104,0.0321090094324791,0.124702027746586
"Mammalia",0.1,"sine","FALSE","beta",6.79687013917865,-0.225238571037008,-8.06910306818477,-83.7342697022566,0.291095881645818,3.48258147110355,105.957350049195,-4.3952304628833,0.124702027746586
"Mammalia",0.1,"ltr","TRUE","p",0.079121179165649,0.0145404827056694,0.0106153385181705,NA,0.00927243853069365,NA,NA,NA,0.211644078613903
"Mammalia",0.1,"ltr","TRUE","beta",-1.66558056758913,0.103690305348615,3.43573579231173,NA,-0.158185304013592,NA,NA,NA,0.211644078613903
"Mammalia",0.1,"dna","FALSE","p",0.319894071215917,NA,0.914654831959781,0.0678262924413245,NA,NA,0.129482156645882,NA,0.0891648070898653
"Mammalia",0.1,"dna","FALSE","beta",0.785037961490021,NA,-0.127788240740523,-52.0686944263083,NA,NA,60.8946934615162,NA,0.0891648070898653
"Mammalia",0.1,"rc","FALSE","p",0.000934699164895899,0.00190111443164619,0.00169471876191003,0.00114260433660774,0.00202753410761258,0.00155966946176541,0.00136903425245242,0.00171093653548493,0.241277707981538
"Mammalia",0.1,"rc","FALSE","beta",12.5822902020581,-0.503573151587641,-21.5694620565339,-109439.557192619,0.907099614978638,4811.26139231535,190500.59553748,-8471.21663036497,0.241277707981538
"Actinopterygii",0.1,"total","FALSE","p",0.0245122137045385,0.006915953299224,0.0178726591958358,0.0275572571514516,0.00769675297837363,0.0528158027644668,0.0945337259683247,NA,0.286995983047638
"Actinopterygii",0.1,"total","FALSE","beta",-11.5887498955344,0.59190631921848,15.2863714377212,-10.8037027109765,-0.734367011980829,0.125199715283709,9.30169245987726,NA,0.286995983047638
"Actinopterygii",0.1,"line","FALSE","p",0.173607207117376,0.105501750664295,0.117701199644075,NA,0.120408677523914,NA,NA,NA,0.120448451750273
"Actinopterygii",0.1,"line","FALSE","beta",-3.56896112799791,0.162059972665157,4.60773953235506,NA,-0.173898186250258,NA,NA,NA,0.120448451750273
"Actinopterygii",0.1,"sine","FALSE","p",0.0718035423790813,0.06406290815784,0.0641729015495787,0.150165524213487,0.0651831053755412,0.144060616752039,0.15799353696393,0.148596571416096,0.216511651586962
"Actinopterygii",0.1,"sine","FALSE","beta",-19.4626980625695,0.815348489581247,22.181513197244,1663.361249795,-0.897592369514551,-68.4018696577619,-1830.29224188634,75.7475693275341,0.216511651586962
"Actinopterygii",0.1,"ltr","FALSE","p",0.108956068693133,0.101012550448644,0.103620417314595,0.168394451963203,0.113842773903034,0.157342055653751,0.179140642386068,0.167046671084143,0.165468778612399
"Actinopterygii",0.1,"ltr","FALSE","beta",-12.5300759734242,0.554104603754709,15.6018344516643,430.195719109683,-0.655336091009436,-18.954382195883,-514.623836327951,22.77948787249,0.165468778612399
"Actinopterygii",0.1,"dna","FALSE","p",2.6287001070128e-06,0.0827372011450735,NA,NA,NA,NA,NA,NA,0.0668534758292398
"Actinopterygii",0.1,"dna","FALSE","beta",0.546116725384846,0.00683213781380741,NA,NA,NA,NA,NA,NA,0.0668534758292398
"Actinopterygii",0.1,"rc","FALSE","p",2.78863907448286e-06,0.0349529795551238,NA,0.113065517904286,NA,NA,NA,NA,0.120379020397689
"Actinopterygii",0.1,"rc","FALSE","beta",0.537204791316089,0.00854886665165786,NA,-9.10506217928281,NA,NA,NA,NA,0.120379020397689
"Sauria",0.1,"total","FALSE","p",4.70108122545741e-28,NA,NA,NA,NA,NA,NA,NA,0
"Sauria",0.1,"total","FALSE","beta",0.761622068365072,NA,NA,NA,NA,NA,NA,NA,0
"Sauria",0.1,"line","FALSE","p",0.353964221993674,0.147595118968931,0.179508896431043,NA,0.139652153275874,NA,NA,NA,0.0557548042025164
"Sauria",0.1,"line","FALSE","beta",-1.80098734550229,0.0827128213569684,3.32948865105673,NA,-0.109411292592861,NA,NA,NA,0.0557548042025164
"Sauria",0.1,"sine","FALSE","p",4.70108122545741e-28,NA,NA,NA,NA,NA,NA,NA,0
"Sauria",0.1,"sine","FALSE","beta",0.761622068365072,NA,NA,NA,NA,NA,NA,NA,0
"Sauria",0.1,"ltr","FALSE","p",0.0134080301717259,NA,0.107382890948383,0.046363639863376,NA,NA,0.0442304431723761,NA,0.0994577704747243
